id,file_name,source_path,jurisdiction,authority,title,relevant_law,gdpr_articles,type,outcome,started,decided,published,fine,fine_amount,fine_currency,parties,national_case_number_name,european_case_law_identifier,original_languages,original_source,sector_type,sector_type_confidence,sector_core_activity,sector_core_activity_confidence,sector_size,sector_size_confidence
HU_19,MT_NAIH_Hungary_-_NAIH-3076-14_2024.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-3076-14_2024.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-3076-14/2024,Article 6(1)(a) GDPRArticle 12(3) GDPRArticle 25(1) GDPR,"12,25",Investigation,Violation Found,01/02/2024,13/12/2024,20/02/2025,n/a,,,n/a,NAIH-3076-14/2024,n/a,Hungarian,naih.hu (in HU),,,,,,
HU_20,MT_NAIH_Hungary_-_NAIH-3195-11_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-3195-11_2022.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-3195-11/2022,Article 5(1)(a) GDPRArticle 5(1)(b) GDPRArticle 6(1) GDPRArticle 12(1) GDPRArticle 13 GDPR,"6,12,13",Investigation,Violation Found,21/02/2022,30/01/2023,01/02/2023,"10,000,000 HUF",10000000,HUF,TV2 Média Csoport Zrt.TV2 Média Csoport Zrt.,NAIH-3195-11/2022,n/a,Hungarian,NAIH (in HU),,,,,,
HU_21,MT_NAIH_Hungary_-_NAIH-373-31_2023.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-373-31_2023.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-373-31/2023,Article 5(1)(b) GDPRArticle 5(1)(a) GDPRArticle 5(2) GDPRArticle 12(1) GDPRArticle 13(1) GDPRArticle 13(2) GDPRArticle 14(2) GDPRArticle 17(1)(b) GDPR,"5,12,13,14",Investigation,Violation Found,05/09/2022,24/11/2023,16/01/2024,500000 HUF,500000,HUF,Pitagorasz Oktatási Stúdió Kft,NAIH-373-31/2023.,n/a,Hungarian,NAIH homepage (in HU),,,,,,
HU_22,MT_NAIH_Hungary_-_NAIH-3734-15_2023.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-3734-15_2023.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-3734-15/2023,Article 6(1)(f) GDPRArticle 38(2) GDPRArticle 58(2)(d) GDPRArticle 83 GDPR2005. évi CXXXIII. törvény - Law 133 of 2005 about the rules of the activity to protect the security of persons and assets and of private detectivesProcedural laws concerning administrative procedures and judicial redress,"38,83",Complaint,Partly Upheld,24/02/2023,30/11/2023,30/11/2023,n/a,,,n/a,NAIH-3734-15/2023,n/a,Hungarian,Decision (in HU),,,,,,
HU_23,MT_NAIH_Hungary_-_NAIH-3748-1_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-3748-1_2021.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-3748-1/2021,Article 5(1)(a) GDPRArticle 5(1)(c) GDPRArticle 5(1)(b) GDPRArticle 5(2) GDPRArticle 6 GDPRArticle 13(1) GDPRArticle 13(2) GDPR,"5,6,13",Complaint,Upheld,,25/03/2021,,500000 HUF,500000,HUF,n/a,NAIH-3748-1/2021,n/a,Hungarian,NAIH's webpage (in HU),,,,,,
HU_24,MT_NAIH_Hungary_-_NAIH-3932-5_2024.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-3932-5_2024.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-3932-5/2024,Article 5(1)(a) GDPRArticle 5(1)(c) GDPRArticle 12(1) GDPRArticle 13 GDPRArticle 32 GDPR16/A. § 1997. évi CLV. törvény a fogyasztóvédelemről,"12,13,32",Complaint,Partly Upheld,,02/07/2024,,"80,000,000 HUF",80000000,HUF,ALDI MAGYARORSZÁG ÉLELMISZER Élelmiszer Kereskedelmi Betéti Társaság,NAIH-3932-5/2024,n/a,Hungarian,NAIH (in HU),,,,,,
HU_25,MT_NAIH_Hungary_-_NAIH-3977-4_2023.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-3977-4_2023.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-3977-4/2023,Article 5(1)(b) GDPRArticle 5(1)(c) GDPRArticle 5(1)(a) GDPRArticle 6(1)(f) GDPRArticle 14(2) GDPRArticle 15 GDPRArticle 17 GDPRArticle 21 GDPR,"14,15,17,21",Complaint,Upheld,19/02/2022,,17/03/2024,"10,000,000 HUF",10000000,HUF,hir-portal.hu,NAIH-3977-4/2023,n/a,Hungarian,NAIH (in HU),,,,,,
HU_26,MT_NAIH_Hungary_-_NAIH-4137-_8_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-4137-_8_2022.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-4137- 8/2022,Article 5(1)(a) GDPRArticle 5(2) GDPRArticle 12(2) GDPRArticle 13(1)(a) GDPRArticle 13(1)(b) GDPRArticle 15 GDPR,"5,12,15",Complaint,Rejected,,,,"1,400 EUR",1400,EUR,n/a,NAIH-4137- 8/2022,n/a,Hungarian,NAIH (in HU),,,,,,
HU_27,MT_NAIH_Hungary_-_NAIH-4177-._2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-4177-._2021.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-4177-………./2021,Article 2(2)(c) GDPRArticle 6(1) GDPRArticle 13(1) GDPRArticle 13(2) GDPRArticle 58(2) GDPR,"6,13,58",Complaint,Partly Upheld,,13/09/2021,22/10/2021,None,,,n/a,NAIH-4177-………./2021,n/a,Hungarian,NAIH (in HU),,,,,,
HU_28,MT_NAIH_Hungary_-_NAIH-4447-6_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-4447-6_2021.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-4447-6/2021,Article 5(1)(c) GDPRArticle 6(1) GDPRArticle 12 GDPRArticle 17(1)(d) GDPR,"6,12",Complaint,Partly Upheld,,12/08/2021,22/09/2021,None,,,n/a,NAIH-4447-6/2021,n/a,Hungarian,NAIH website (in HU),,,,,,
HU_29,MT_NAIH_Hungary_-_NAIH-4495-1_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-4495-1_2021.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-4495-1/2021,Article 5(1)(a) GDPRArticle 5(2) GDPRArticle 6 GDPRArticle 13(1) GDPRArticle 13(2) GDPR,"5,6,13",Complaint,Upheld,,27/04/2021,,700.000 HUF,700,HUF,n/a,NAIH-4495-1/2021,n/a,Hungarian,NAIH's webpage (in HU),,,,,,
HU_30,MT_NAIH_Hungary_-_NAIH-4667-10_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-4667-10_2022.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-4667-10/2022,"Article 10 GDPRArticle 28 GDPRArticle 28(3)(c) GDPRArticle 58(2)(b), (d), (h) of Regulation (EU) 2016/679Directive 95/46/ECArticle 60(1) of Act CXII of 2011 on the Right to Informational Self-Determination and Freedom of Information","10,28",Other,n/a,22/10/2021,22/09/2022,,n/a,,,The National Authority for Data Protection and Freedom of InformationThe MinorPrimary School and Secondary School,NAIH-4667-10/2022,n/a,Hungarian,NAIH (in HU),,,,,,
HU_31,MT_NAIH_Hungary_-_NAIH-5114-35_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-5114-35_2022.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-5114-35/2022,Article 5(1)(e) GDPRArticle 6(1) GDPRArticle 12(1) GDPRArticle 13 GDPRArticle 31 GDPRArticle 58(2)(f) GDPR,"6,12,13,31",Investigation,Violation Found,,21/12/2022,,3000000 HUF,3000000,HUF,n/a,NAIH-5114-35/2022,n/a,Hungarian,NAIH (Hungary) (in HU),,,,,,
HU_32,MT_NAIH_Hungary_-_NAIH-5361-1_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-5361-1_2022.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-5361-1/2022,Article 12(3) GDPRArticle 15(1) GDPRArticle 15(3) GDPR,"12,15",Complaint,Partly Upheld,,16/05/2022,,n/a,,,Budapest Bar Association,NAIH-5361-1/2022,n/a,Hungarian,NAIH (in HU),,,,,,
HU_33,MT_NAIH_Hungary_-_NAIH-5377-12_2023.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-5377-12_2023.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-5377-12/2023,Article 5(1)(c) GDPRArticle 6(1)(b) GDPRArticle 6(1)(c) GDPRArticle 77(1) GDPR,77,Complaint,Rejected,16/05/2023,06/09/2023,16/10/2023,n/a,,,n/a,NAIH-5377-12/2023,n/a,Hungarian,Decisions of NAIH (in HU),,,,,,
HU_34,MT_NAIH_Hungary_-_NAIH-5461-2_2024.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-5461-2_2024.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-5461-2/2024,Article 6(1)(f) GDPRArticle 13 GDPRArticle 14 GDPR,"13,14",Complaint,Partly Upheld,,07/06/2024,,n/a,,,Bence TordaiMediaworks Hungary Zrt.,NAIH-5461-2/2024,n/a,Hungarian,HAIH (in HU),,,,,,
HU_35,MT_NAIH_Hungary_-_NAIH-5802-9_2022..md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-5802-9_2022..md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-5802-9/2022.,Article 5(1)(a) GDPRArticle 5(1)(b) GDPRArticle 6(1)(a) GDPRArticle 12(1) GDPRArticle 14 GDPR,"12,14",Investigation,Violation Found,,11/08/2022,11/08/2022,200000 EUR,200000,EUR,Amplifon Magyarország Kft.,NAIH-5802-9/2022.,n/a,Hungarian,NAIH (in HU),,,,,,
HU_36,MT_NAIH_Hungary_-_NAIH-642-4_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-642-4_2022.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-642-4/2022,Article 5(1)(c) GDPRArticle 5(1)(b) GDPRArticle 6(1) GDPRArticle 7(2) GDPRArticle 9(1) GDPRArticle 12(1) GDPRArticle 13 GDPRArticle 14 GDPR,"6,7,9,12,13,14",Investigation,Violation Found,,,,3000000 HUF,3000000,HUF,n/a,NAIH-642-4/2022,n/a,Hungarian,NAIH-642-4/2022 (in HU),,,,,,
HU_37,MT_NAIH_Hungary_-_NAIH-6484-2-2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-6484-2-2022.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-6484-2-2022,Article 12(3) GDPRArticle 12(4) GDPRArticle 15(1) GDPR,"12,15",Complaint,Partly Upheld,11/05/2021,09/08/2022,09/08/2022,1200 EUR,1200,EUR,National Health Insurance Fund of Hungary,NAIH-6484-2-2022,n/a,Hungarian,NAIH (in HU),,,,,,
HU_38,MT_NAIH_Hungary_-_NAIH-6752-10_2023.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-6752-10_2023.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-6752-10/2023,Article 5(1)(a) GDPRArticle 6(1)(a) GDPRArticle 9(1) GDPRArticle 12(1) GDPRArticle 13(1) GDPRArticle 13(2) GDPRArticle 26(1) GDPR,"9,12,13,26",Complaint,Upheld,,20/12/2023,,n/a,,,n/a,NAIH-6752-10/2023,n/a,Hungarian,Nemzeti Adatvédelmi és Információszabadság Hatósághoz (in HU),,,,,,
HU_39,MT_NAIH_Hungary_-_NAIH-7058-5_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-7058-5_2022.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-7058-5/2022,Article 6(1) GDPRArticle 7(2) GDPRArticle 7(4) GDPRArticle 12(1) GDPR,"6,7,12",Investigation,Violation Found,24/06/2022,15/11/2022,16/11/2022,2000000 HUF,2000000,HUF,n/a,NAIH-7058-5/2022,n/a,Hungarian,NAIH (in HU),,,,,,
HU_40,MT_NAIH_Hungary_-_NAIH-8303-2_2023.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-8303-2_2023.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-8303-2/2023,Article 44 GDPR,44,Complaint,Rejected,,,29/05/2024,n/a,,,24.hu,NAIH-8303-2/2023,n/a,Hungarian,NAIH (in HU),,,,,,
HU_41,MT_NAIH_Hungary_-_NAIH-85-3_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-85-3_2022.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-85-3/2022,Article 5(1)(a) GDPRArticle 5(1) GDPRArticle 5(2) GDPRArticle 6(1) GDPRArticle 6(1)(f) GDPRArticle 6(4) GDPRArticle 12(1) GDPRArticle 13 GDPRArticle 21 GDPRArticle 21(2) GDPRArticle 24(1) GDPRArticle 25(1) GDPRArticle 25(2) GDPR,"5,6,12,13,21,24,25",Investigation,Violation Found,22/09/2021,08/02/2022,24/04/2022,"250,000,000 HUF",250000000,HUF,Budapest Bank Zrt.,NAIH-85-3/2022,n/a,Hungarian,NAIH (in HU),,,,,,
HU_42,MT_NAIH_Hungary_-_NAIH-924-10_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-924-10_2021.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-924-10/2021,Article 5(1)(d) GDPRArticle 6(1) GDPRArticle 12 GDPRArticle 17(1)(d) GDPRArticle 25(2) GDPRArticle 58(2)(d) GDPR,"6,12,25",Complaint,Partly Upheld,,18/06/2021,,"10,000,000 HUF",10000000,HUF,Magyar Telekom Nyrt,NAIH-924-10/2021,n/a,Hungarian,Decision Nr. NAIH-924-10/2021 (in HU),,,,,,
HU_43,MT_NAIH_Hungary_-_NAIH_2019_5112_15.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH_2019_5112_15.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH/2019/5112/15,Article 5(1)(d) GDPRArticle 12(3) GDPRArticle 15 GDPR,"12,15",Complaint,Upheld,,18/11/2019,,None,,,Hospital,NAIH/2019/5112/15,n/a,Hungarian,NAIH (in HU),,,,,,
HU_44,MT_NAIH_Hungary_-_NAIH_2019_51_11.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH_2019_51_11.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH/2019/51/11,Article 5(1)(e) GDPRArticle 5(1)(f) GDPR,,Complaint,Upheld,,11/12/2019,,"1,500 EUR",1500,EUR,Public sector,NAIH/2019/5112/15,n/a,Hungarian,NAIH (in HU),,,,,,
HU_45,MT_NAIH_Hungary_-_NAIH_2020_1154_9.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH_2020_1154_9.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH/2020/1154/9,Article 6(1)(f) GDPRArticle 12 GDPR,12,Complaint,Partly Upheld,,23/07/2020,23/07/2020,2000000 HUF,2000000,HUF,n/a,NAIH / 2020/1154/9,n/a,Hungarian,Hungarian DPA (in HU),,,,,,
HU_46,MT_NAIH_Hungary_-_NAIH_2020_193_8.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH_2020_193_8.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH/2020/193/8,Article 5(1)(d) GDPRArticle 6(1) GDPRArticle 12(1) GDPRArticle 12(2) GDPRArticle 12(3) GDPRArticle 12(4) GDPRArticle 13 GDPRArticle 16 GDPRArticle 17(1)(a) GDPRSection 6(4) Act I of 2012 on the Labor Code,"6,12,13,16",Complaint,Upheld,,,,None,,,n/a,NAIH/2020/193/8,n/a,Hungarian,Nemzeti Adatvédelmi és Információszabadság Hatóság (in HU),,,,,,
HU_47,MT_NAIH_Hungary_-_NAIH_2020_2000_5.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH_2020_2000_5.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH/2020/2000/5,Article 5(1)(a) GDPRArticle 12(2) GDPRArticle 13 GDPRArticle 58(2)(d) GDPR,"12,13",Investigation,Violation Found,,03/08/2020,,None,,,n/a,NAIH/2020/2000/5,n/a,Hungarian,NAIH (in HU),,,,,,
HU_48,MT_NAIH_Hungary_-_NAIH_2020_2555.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH_2020_2555.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH/2020/2555,Article 4(1) GDPRArticle 4(2) GDPRArticle 5(1) GDPRArticle 11(2) GDPRArticle 12(2) GDPRArticle 12(3) GDPRArticle 15(1) GDPR,"4,5,11,12,15",Complaint,Partly Upheld,,03/03/2020,03/03/2020,30000 HUF,30000,HUF,n/a,NAIH / 2020/2555,n/a,Hungarian,HU DPA (in HU),,,,,,
HU_49,MT_NAIH_Hungary_-_NAIH_2020_2729_15.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH_2020_2729_15.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH/2020/2729/15,Article 5(1)(b) GDPRArticle 5(1)(c) GDPRArticle 13(1) GDPR,13,Complaint,Upheld,,14/12/2020,16/12/2020,700000 HUF,700000,HUF,n/a,NAIH/2020/2729/15,n/a,Hungarian,NAIH (Hungary) (in HU),,,,,,
HU_50,MT_NAIH_Hungary_-_NAIH_2020_32_4.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH_2020_32_4.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH/2020/32/4,Article 5(1) GDPRArticle 12 GDPRArticle 17 GDPR,"5,12,17",Complaint,Upheld,,04/03/2020,,"13,136 EUR",13136,EUR,Anonymous,NAIH/2020/32/4,n/a,Hungarian,NAIH (in HU),,,,,,
HU_51,MT_NAIH_Hungary_-_NAIH_2020_3479.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH_2020_3479.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH/2020/3479,Article 5(1)(d) GDPRArticle 16 GDPR,16,Complaint,Upheld,,18/11/2020,,28 EUR,28,EUR,n/a,NAIH/2020/3479,n/a,Hungarian,NAIH (in HU),,,,,,
HU_52,MT_NAIH_Hungary_-_NAIH_2020_34_3.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH_2020_34_3.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH/2020/34/3,Article 12(2) GDPRArticle 15 GDPRArticle 83(2)(a) GDPRArticle 83(2)(c) GDPRArticle 83(2)(d) GDPRArticle 83(2)(k) GDPRRecital 63 Regulation 2016/679 (GDPR),"12,15",Complaint,Partly Upheld,,08/06/2020,,200000 HUF,200000,HUF,n/a,NAIH/2020/34/3,n/a,Hungarian,NAIH (in HU),,,,,,
HU_53,MT_NAIH_Hungary_-_NAIH_2020_5553.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH_2020_5553.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH/2020/5553,Article 12(3) GDPRArticle 15 GDPR,"12,15",Complaint,Upheld,,16/07/2020,16/07/2020,n/a,,,Google Ireland LtdClaimant (not named),NAIH/2020/5553,n/a,Hungarian,Nemzeti Adatvédelmi és Információszabadság Hatóság (in HU),,,,,,
HU_54,MT_NAIH_Hungary_-_NAIH_2020_5911_7.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH_2020_5911_7.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH/2020/5911/7,Article 12 GDPRArticle 17 GDPR,"12,17",Complaint,Upheld,,19/10/2020,15/12/2020,None,,,Debreceni EgyetemMarkMyProfessor,NAIH/2020/5911/7,n/a,Hungarian,NAIH (Hungary) (in HU),,,,,,
HU_55,MT_NAIH_Hungary_-_NAIH_2020_6484.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH_2020_6484.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH/2020/6484,Article 15(1)(a) GDPRArticle 15(1)(c) GDPRArticle 15(1)(d) GDPR,,Complaint,Upheld,,16/12/2020,,None,,,n/a,NAIH / 2020/6484,n/a,Hungarian,NAIH (in HU),,,,,,
HU_56,MT_NAIH_Hungary_-_NAIH_2020_66_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH_2020_66_21.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH/2020/66/21,Article 25(1) GDPRArticle 25(2) GDPRArticle 32(1)(b) GDPRArticle 34(1) GDPR,"25,34",Complaint,Upheld,,09/12/2020,16/12/2020,20500000 HUF,20500000,HUF,„ROBINSON-TOURS” Tourism and Service Ltd.Next Time Media Agency Ltd.,NAIH / 2020/66/21,n/a,Hungarian,NAIH (Hungary) (in HU),,,,,,
HU_57,MT_NAIH_Hungary_-_NAIH_2020_974_4.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH_2020_974_4.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH/2020/974/4,Article 5(1)(a) GDPRArticle 5(2) GDPRArticle 6(1)(a) GDPRArticle 9(1) GDPRArticle 13 GDPR,"5,9,13",Complaint,Upheld,,18/11/2019,,1000000 HUF,1000000,HUF,n/a,NAIH/2020/974/4,n/a,Hungarian,NAIH (in HU),,,,,,
HU_58,MT_NAIH_Hungary_-_NAIH_4410-1_2023.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH_4410-1_2023.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH/4410-1/2023,Article 6(1)(f) GDPRArticle 13(1) GDPRArticle 13(2) GDPR,13,Investigation,Violation Found,,28/04/2023,,50000 HUF,50000,HUF,n/a,NAIH/4410-1/2023,n/a,Hungarian,NAIH (Hungary) (in HU),,,,,,
HU_59,MT_NAIH_Hungary_-_NAIH_6427-1_2023.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH_6427-1_2023.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH – 6427-1/2023,Article 5(1)(b) GDPRArticle 5(1)(e) GDPRArticle 32 GDPR,32,Other,n/a,,22/06/2023,06/09/2023,"80,000,000 HUF",80000000,HUF,n/a,NAIH – 6427-1/2023,n/a,Hungarian,NAIH (in HU),,,,,,
HU_60,MT_NAIH_Hungary_-_NAIH_6737_1_2024.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH_6737_1_2024.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH 6737 1/2024,Article 5(1)(a) GDPRArticle 13(1) GDPRArticle 13(2) GDPR2012. évi CLIX. törvény a postai szolgáltatásokról,13,Complaint,Upheld,29/12/2021,29/04/2024,,"5,000,000 HUF",5000000,HUF,n/a,NAIH 6737 1/2024,n/a,Hungarian,NAIH (in HU),,,,,,
NO_82,MT_Personvernnemnda_Norway_-_2021-03.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Personvernnemnda_Norway_-_2021-03.md,Norway,Personvernnemnda (Norway),Personvernnemnda (Norway) - 2021-03,Article 5(1)(a) GDPRArticle 5(2) GDPRArticle 6(1)(f) GDPRArticle 13 GDPRArticle 21 GDPRArticle 24 GDPR§§2-3 Forskrift om arbeidsgivers innsyn i e-postkasse og annet elektronisk lagret materiale,"5,13,21,24",Complaint,Partly Upheld,,22/06/2021,22/06/2021,"NOK 250,000 NOK",250000,NOK,Excempt from public disclosure,PVN-2021-03,n/a,Norwegian,Norwegian Privacy Appeals Board (Personvernnemnda) (in NO),,,,,,
NO_83,MT_Personvernnemnda_Norway_-_PVN-2022-19.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Personvernnemnda_Norway_-_PVN-2022-19.md,Norway,Personvernnemnda (Norway),Personvernnemnda (Norway) - PVN-2022-19,Article 17(1)(a) GDPRArticle 17(1)(c) GDPRArticle 17(3)(b) GDPRArticle 17(3)(d) GDPRThe Archives Act (arkivlova),,Complaint,Rejected,,28/02/2023,,n/a,,,n/a,PVN-2022-19,n/a,Norwegian,Norwegian Privacy Appeals Board (Personvernnemnda) (in NO),,,,,,
IS_1,MT_Persónuvernd-_nr._2018_1779.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Persónuvernd-_nr._2018_1779.md,Iceland,Persónuvernd (Iceland),Persónuvernd- nr. 2018/1779,Article 5(1)(a) GDPRArticle 5(1)(b) GDPRArticle 5(1)(f) GDPRArticle 6(1)(a) GDPRAct no. 90/2018,,Complaint,Upheld,,20/11/2019,03/12/0209,None,,,Anonymous,nr. 2018/1779,n/a,Icelandic,Persónuvernd (in IS),,,,,,
IS_2,MT_Persónuvernd-_nr._2019_232.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Persónuvernd-_nr._2019_232.md,Iceland,Persónuvernd (Iceland),Persónuvernd- nr. 2019/232,Article 5(1) GDPRArticle 15 GDPR,"5,15",Complaint,Rejected,,31/10/2019,12/11/2019,None,,,Anonymous,nr. 2019/232,n/a,Icelandic,Persónuvernd (in IS),,,,,,
IS_3,MT_Persónuvernd_-_2020010343.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Persónuvernd_-_2020010343.md,Iceland,Persónuvernd (Iceland),Persónuvernd - 2020010343,Article 4(2) GDPRArticle 5(1)(a) GDPRArticle 5(1)(b) GDPRArticle 5(1)(c) GDPRArticle 9(1) GDPRArticle 58(2)(f) GDPR,"4,9",Investigation,Violation Found,,27/08/2020,04/09/2020,None,,,Húsasmiðjan,2020010343,n/a,Icelandic,Persónuvernd (in IS),,,,,,
